4,19
5,20
6,20
7,20
8,3
9,3
11,3
12,3
14,23
15,23
16,3
17,3
21,3
24,20
26,27
29,30
32,33
34,35
38,33
39,3
40,3
43,44
48,20
50,20
57,58
69,74
70,75
71,76
72,77
73,78
