4,24
5,25
6,25
8,3
9,3
11,3
12,3
14,29
15,29
16,3
17,3
19,43
20,43
21,3
22,3
26,3
31,25
32,33
37,25
40,25
45,25
46,47
48,49
50,51
55,25
58,25
59,111
61,112
64,111
65,25
68,69
74,75
77,25
78,79
80,81
85,25
87,25
90,91
93,94
98,3
100,101
106,113
107,114
108,115
109,116
110,117
